episode_index,env_step,length,return,is_collision,out_of_lane,destination_reached,wrong_direction,too_slow,off_road
160,403273,151,12.84879692952467,0,0,0,0,1,0
161,403425,151,14.514275606191095,0,0,0,0,1,0
162,403569,143,12.087919431712923,0,0,0,0,1,0
163,403823,253,297.17568399109956,0,0,0,0,0,0
164,403970,146,12.381601137993938,0,0,0,0,1,0
165,404124,153,177.12445152842793,0,0,0,0,0,0
166,404555,430,132.99032974687648,1,0,0,0,0,0
167,404701,145,11.818542036933971,0,0,0,0,1,0
168,404846,144,11.24779069932197,0,0,0,0,1,0
169,404992,145,12.247976812267016,0,0,0,0,1,0
170,405067,74,74.82467457156484,0,0,0,0,0,0
171,405166,98,95.53640541694823,0,0,0,0,0,0
172,405261,94,-13.82128208610991,0,0,0,0,0,0
173,405536,274,-154.2650012312765,0,0,0,0,0,0
174,405772,235,59.3597071538562,0,0,0,0,0,0
175,405928,155,16.357685835100416,0,0,0,0,1,0
176,406073,144,203.86832214495098,1,0,0,0,0,0
177,406230,156,15.620698863920378,0,0,0,0,1,0
178,406386,155,12.809480952526933,0,0,0,0,1,0
179,406542,155,12.723542191640085,0,0,0,0,1,0
180,406646,103,125.02196786723981,0,0,0,0,0,0
181,406881,234,60.39095881965888,0,0,0,0,0,0
182,406968,86,78.49864534440404,0,0,0,0,0,0
183,407126,157,15.30281143067733,0,0,0,0,1,0
184,407408,281,449.9970147200312,1,0,0,0,0,0
185,407654,245,59.87250909323389,0,0,0,0,0,0
186,407753,98,126.67922849575336,0,0,0,0,0,0
187,407915,161,15.504199679930728,0,0,0,0,1,0
188,408074,158,12.63448884878715,0,0,0,0,1,0
189,408173,98,27.82073479504284,0,0,0,0,0,0
190,408328,154,12.509698227527164,0,0,0,0,1,0
191,408579,250,16.547879242031247,0,0,0,0,1,0
192,408656,76,-20.76776558046445,0,0,0,0,0,0
193,409070,413,-117.44023349957082,0,0,0,0,0,0
194,409314,243,63.89620533432838,0,0,0,0,0,0
195,409410,95,92.10596291886091,0,0,0,0,0,0
196,409518,107,93.96575221650401,0,0,0,0,0,0
197,409615,96,105.61999772729312,0,0,0,0,0,0
198,410104,488,841.3277193878486,0,0,0,0,0,0
199,410265,160,12.788357765022564,0,0,0,0,1,0
200,410606,340,-59.245788796275136,1,0,0,0,0,0
201,410774,167,17.94586967109823,0,0,0,0,1,0
202,411082,307,337.4142398118169,1,0,0,0,0,0
203,411230,147,12.32275855060036,0,0,0,0,1,0
204,411655,424,125.18506309307965,1,0,0,0,0,0
205,411745,89,22.415490316480273,0,0,0,0,0,0
206,411985,239,59.94802659391071,0,0,0,0,0,0
207,412448,462,772.629040845701,1,0,0,0,0,0
208,412600,151,12.443672184682457,0,0,0,0,1,0
209,412688,87,28.52103851697092,0,0,0,0,0,0
210,412935,246,-50.57192504374292,0,0,0,0,0,0
211,413085,149,174.11685220734694,1,0,0,0,0,0
212,413341,255,-40.18845720162568,0,0,0,0,0,0
213,413590,248,450.9252061351797,0,0,0,0,0,0
214,413808,217,11.831828082853757,0,0,0,0,1,0
215,413900,91,-37.095550018627144,0,0,0,0,0,0
216,414055,154,14.404204882303446,0,0,0,0,1,0
217,414214,158,15.36409773405443,0,0,0,0,1,0
218,414283,68,55.29705289458629,0,0,0,0,0,0
219,414661,377,-1.2912277105175463,1,0,0,0,0,0
220,414934,272,-33.37321639936089,0,0,0,0,0,0
221,415036,101,78.54600427399247,0,0,0,0,0,0
222,415187,150,12.92561538197593,0,0,0,0,1,0
223,415275,87,59.65108942861258,0,0,0,0,0,0
224,415485,209,256.0020638302069,0,0,0,0,0,0
225,415572,86,30.635294723816145,0,0,0,0,0,0
226,415843,270,-37.83119243545866,0,0,0,0,0,0
227,415992,148,179.28478111658956,1,0,0,0,0,0
228,416236,243,59.4363797802073,0,0,0,0,0,0
229,416450,213,-15.697403492363875,0,0,0,0,0,0
230,416817,366,605.0380487908117,1,0,0,0,0,0
231,416970,152,12.147305746832266,0,0,0,0,1,0
232,417400,429,116.49278107240747,1,0,0,0,0,0
233,417575,174,13.056833497591999,0,0,0,0,1,0
234,417756,180,14.812155424243958,0,0,0,0,1,0
235,418027,270,-80.65354220722463,0,0,0,0,0,0
236,418173,145,11.8488106008157,0,0,0,0,1,0
237,418440,266,-20.041389203689718,0,0,0,0,0,0
238,418535,94,-29.127106816552313,0,0,0,0,0,0
239,418798,262,18.132465623259463,0,0,0,0,0,0
240,418961,162,16.01094251982285,0,0,0,0,1,0
241,419046,84,-24.006505246721954,0,0,0,0,0,0
242,419149,102,101.33409144809768,0,0,0,0,0,0
243,419378,228,14.244098478412244,0,0,0,0,1,0
244,419510,131,102.58109569727326,1,0,0,0,0,0
245,419688,177,21.113711837810126,0,0,0,0,1,0
246,419955,266,-80.23569763071748,0,0,0,0,0,0
247,420231,275,-20.588622921755046,0,0,0,0,0,0
248,420400,168,13.300320893746328,0,0,0,0,1,0
249,420484,83,76.15684157622965,0,0,0,0,0,0
250,420724,239,283.1867592503631,0,0,0,0,0,0
251,420989,264,118.51259496389113,0,0,0,0,0,0
252,421082,92,-39.15720838719609,0,0,0,0,0,0
253,421264,181,13.079967278393196,0,0,0,0,1,0
254,421474,209,20.388949554511242,0,0,0,0,1,0
255,421571,96,107.34398476419052,0,0,0,0,0,0
256,421753,181,16.232331073741193,0,0,0,0,1,0
257,421913,159,12.495079584920585,0,0,0,0,1,0
258,422059,145,11.85960968985754,0,0,0,0,1,0
259,422316,256,58.778284080964596,0,0,0,0,0,0
260,422473,156,11.889917890071157,0,0,0,0,1,0
261,422677,203,18.264946073895658,0,0,0,0,1,0
262,422881,203,17.442199897044432,0,0,0,0,1,0
263,423030,148,13.093039831357348,0,0,0,0,1,0
264,423314,283,16.678463689300514,0,0,0,0,1,0
265,423402,87,-26.504215713814,0,0,0,0,0,0
266,423652,249,59.08450499482828,0,0,0,0,0,0
267,423714,61,44.17128207347015,0,0,0,0,0,0
268,423877,162,13.181200554892142,0,0,0,0,1,0
269,424139,261,105.00846333309391,0,0,0,0,0,0
270,424299,159,17.12472811605753,0,0,0,0,1,0
271,424459,159,16.20867270518097,0,0,0,0,1,0
272,424553,93,-55.22305303154726,0,0,0,0,0,0
273,424833,279,1.2127362536339632,0,0,0,0,0,0
274,425080,246,59.009344730805694,0,0,0,0,0,0
275,425243,162,13.302941592570706,0,0,0,0,1,0
276,425402,158,15.585667084104802,0,0,0,0,1,0
277,425635,232,-86.35534315367366,0,0,0,0,0,0
278,425759,123,128.50406333240073,1,0,0,0,0,0
279,425999,239,57.15512545499297,0,0,0,0,0,0
280,426048,48,-33.878019042425024,1,0,0,0,0,0
281,426200,151,15.824721138348867,0,0,0,0,1,0
282,426349,148,12.073327628218754,0,0,0,0,1,0
283,426554,204,21.981404056331197,0,0,0,0,1,0
284,426704,149,12.398735739847224,0,0,0,0,1,0
285,426842,137,139.79502395440375,0,0,0,0,0,0
286,426936,93,-38.72507703039423,0,0,0,0,0,0
287,427086,149,15.611877654975483,0,0,0,0,1,0
288,427287,200,-7.574481510775762,0,0,0,0,0,0
289,427380,92,100.04460737384169,0,0,0,0,0,0
290,427476,95,-42.01101590202923,0,0,0,0,0,0
291,427571,94,-32.82323656579007,0,0,0,0,0,0
292,427736,164,17.23766383016281,0,0,0,0,1,0
293,427908,171,16.108153038643557,0,0,0,0,1,0
294,428056,147,14.52930512493881,0,0,0,0,1,0
295,428287,230,313.05550842934383,0,0,0,0,0,0
296,428504,216,-191.4025219031139,0,0,0,0,0,0
297,428654,149,11.753118587215415,0,0,0,0,1,0
298,428748,93,-38.43299431146155,0,0,0,0,0,0
299,428983,234,12.86332916656324,0,0,0,0,1,0
300,429248,264,22.44491144564923,0,0,0,0,1,0
301,429396,147,16.41113525112364,0,0,0,0,1,0
302,429554,157,12.435900752008955,0,0,0,0,1,0
303,429659,104,-36.98192689474609,0,0,0,0,0,0
304,429917,257,-39.64642917896475,0,0,0,0,0,0
305,430367,449,718.8531030693821,0,0,0,0,0,0
306,431031,663,-323.1260552180471,0,0,0,0,0,0
307,431200,168,16.463554345543525,0,0,0,0,1,0
308,431473,272,13.595509021494658,0,0,0,0,1,0
309,431582,108,113.1189299033244,0,0,0,0,0,0
310,431826,243,52.40425178232702,0,0,0,0,0,0
311,431912,85,82.94227338275276,0,0,0,0,0,0
312,432082,169,21.080665352225118,0,0,0,0,1,0
313,432237,154,12.189684662674303,0,0,0,0,1,0
314,432338,100,121.5606850027705,0,0,0,0,0,0
315,432506,167,17.358928791238597,0,0,0,0,1,0
316,432654,147,14.995720315380108,0,0,0,0,1,0
317,432917,262,34.36696881941738,0,0,0,0,0,0
318,433004,86,74.71162263223918,0,0,0,0,0,0
319,433224,219,268.91204260075904,0,0,0,0,0,0
320,433356,131,125.34259536230589,1,0,0,0,0,0
321,433562,205,202.0652938334881,1,0,0,0,0,0
322,433751,188,16.133579828410248,0,0,0,0,0,0
323,433997,245,44.22904022167989,0,0,0,0,0,0
324,434140,142,12.595975768685765,0,0,0,0,1,0
325,434299,158,12.359391020790035,0,0,0,0,1,0
326,434454,154,13.454967415484692,0,0,0,0,1,0
327,434597,142,14.960128655937288,0,0,0,0,1,0
328,434966,368,-65.5511662788802,1,0,0,0,0,0
329,435069,102,-44.554443201662814,0,0,0,0,0,0
330,435191,121,-90.72547541302882,0,0,0,0,0,0
331,435352,160,14.018334444609248,0,0,0,0,1,0
332,435445,92,-24.411515218627713,0,0,0,0,0,0
333,435620,174,13.050665676263083,0,0,0,0,1,0
334,435731,110,-23.96740034779337,0,0,0,0,0,0
335,435978,246,21.14631989272393,0,0,0,0,1,0
336,436144,165,13.283557793788717,0,0,0,0,1,0
337,436369,224,17.91343112075733,0,0,0,0,1,0
338,436569,199,16.22975123334801,0,0,0,0,0,0
339,436667,97,106.1310769435616,0,0,0,0,0,0
340,436922,254,-84.53639074384387,0,0,0,0,0,0
341,436996,73,46.08552681027821,0,0,0,0,0,0
342,437269,272,84.40318119280805,0,0,0,0,0,0
343,437714,444,-23.570473714998798,0,0,0,0,0,0
344,437901,186,5.881583898696903,0,0,0,0,0,0
345,438038,136,57.38431074039099,1,0,0,0,0,0
346,438280,241,-133.03316165875003,0,0,0,0,0,0
347,438433,152,11.96862806227771,0,0,0,0,1,0
348,438690,256,62.579708529446144,0,0,0,0,0,0
349,438906,215,-17.729138228989925,0,0,0,0,0,0
350,439009,102,151.5730658541214,0,0,0,0,0,0
351,439196,186,-1.2738721199180532,0,0,0,0,0,0
352,439488,291,-6.447008201753661,0,0,0,0,0,0
353,439886,397,-40.72188317382745,1,0,0,0,0,0
354,440037,150,14.78845774639307,0,0,0,0,1,0
355,440262,224,19.533623874780176,0,0,0,0,1,0
356,440352,89,-15.165758296768814,0,0,0,0,0,0
357,440501,148,12.754204280358415,0,0,0,0,1,0
358,440597,95,-35.879115861967364,0,0,0,0,0,0
359,440965,367,5.928685065772115,1,0,0,0,0,0
360,441116,150,12.710941089081478,0,0,0,0,1,0
361,441571,454,68.44098230049565,1,0,0,0,0,0
362,441963,391,-54.33245231692354,1,0,0,0,0,0
363,442127,163,13.027398994706163,0,0,0,0,1,0
364,442238,110,81.80561334852429,0,0,0,0,0,0
365,442390,151,13.412652168178433,0,0,0,0,1,0
366,442621,230,243.73909021432428,1,0,0,0,0,0
367,442895,273,29.196933588508315,0,0,0,0,0,0
368,443035,139,99.22323013767017,1,0,0,0,0,0
369,443303,267,-5.927576763550533,0,0,0,0,0,0
370,443464,160,13.60031481072317,0,0,0,0,1,0
371,443664,199,21.629008983055265,0,0,0,0,1,0
372,443816,151,12.00491584254129,0,0,0,0,1,0
373,444077,260,-3.8593000006802143,0,0,0,0,0,0
374,444194,116,-39.60982916532588,0,0,0,0,0,0
375,444341,146,120.88180626408331,1,0,0,0,0,0
376,444527,185,35.83657485957849,0,0,0,0,0,0
377,444800,272,-35.710017198699646,0,0,0,0,0,0
378,445024,223,236.54645513408377,0,0,0,0,0,0
379,445259,234,13.482299120274277,0,0,0,0,0,0
380,445432,172,195.97777868562457,0,0,0,0,0,0
381,445589,156,13.230679852985036,0,0,0,0,1,0
382,445741,151,12.544794738267033,0,0,0,0,1,0
383,445891,149,12.849500641663955,0,0,0,0,1,0
384,446053,161,238.96642715019595,0,0,0,0,0,0
385,446486,432,577.3940016864758,0,0,0,0,0,0
386,446731,244,52.18331099212034,0,0,0,0,0,0
387,446835,103,102.74955560550144,0,0,0,0,0,0
388,446986,150,183.8255993083992,0,0,0,0,0,0
389,447335,348,538.3299774571037,0,0,0,0,0,0
390,447496,160,17.438791605577446,0,0,0,0,1,0
391,447645,148,173.51255791274716,1,0,0,0,0,0
392,447808,162,18.037081560239645,0,0,0,0,1,0
393,447918,109,120.62564454715181,0,0,0,0,0,0
394,447987,68,54.670493119717364,0,0,0,0,0,0
395,448139,151,11.893265137842427,0,0,0,0,1,0
396,448280,140,14.146405311194968,0,0,0,0,1,0
397,448469,188,12.554711909307342,0,0,0,0,1,0
398,448874,404,146.867410891514,1,0,0,0,0,0
399,448981,106,132.05413494824023,0,0,0,0,0,0
400,449149,167,12.008872652134075,0,0,0,0,1,0
401,449303,153,12.450454146724685,0,0,0,0,1,0
402,449749,445,698.4276689844962,0,0,0,0,0,0
403,449936,186,18.194068064430027,0,0,0,0,1,0
404,450086,149,12.62300811321915,0,0,0,0,1,0
405,450579,492,768.3139821821214,0,0,0,0,0,0
406,450841,261,18.402188794360697,0,0,0,0,0,0
407,450947,105,164.92470332902218,0,0,0,0,0,0
408,451112,164,16.465399204815473,0,0,0,0,1,0
409,451271,158,11.894917670010393,0,0,0,0,1,0
410,451542,270,119.63652822652296,0,0,0,0,0,0
411,451698,155,14.204830990857078,0,0,0,0,1,0
412,451796,97,118.97831785516901,0,0,0,0,0,0
413,452025,228,34.08528460117688,0,0,0,0,0,0
414,452180,154,178.23721496196882,1,0,0,0,0,0
415,452333,152,170.31213060225127,1,0,0,0,0,0
416,452517,183,18.05151057618385,0,0,0,0,1,0
417,452641,123,85.80289716698216,0,0,0,0,0,0
418,452723,81,81.46379982074264,0,0,0,0,0,0
419,453194,470,762.9225480138615,0,0,0,0,0,0
420,453460,265,21.52274100697977,0,0,0,0,0,0
421,453638,177,20.486456961581517,0,0,0,0,1,0
422,454125,486,754.8762385366921,0,0,0,0,0,0
423,454282,156,12.265941836010452,0,0,0,0,1,0
424,454378,95,123.90675253445386,0,0,0,0,0,0
425,454535,156,17.203988330045078,0,0,0,0,1,0
426,454632,96,132.3769620206436,0,0,0,0,0,0
427,455112,479,822.9118801710717,0,0,0,0,0,0
428,455255,142,15.248737844944715,0,0,0,0,1,0
429,455367,111,98.19258434750047,0,0,0,0,0,0
430,455787,419,100.69852057903964,1,0,0,0,0,0
431,455996,208,8.843248191481798,0,0,0,0,0,0
432,456316,319,426.5081936078235,1,0,0,0,0,0
433,456571,254,88.66259283979497,0,0,0,0,0,0
434,456803,231,-198.50764580169746,0,0,0,0,0,0
435,456968,164,13.07011773137813,0,0,0,0,1,0
436,457122,153,16.062508876790023,0,0,0,0,1,0
437,457223,100,152.25397242169436,0,0,0,0,0,0
438,457454,230,-163.2336230369409,0,0,0,0,0,0
439,457531,76,55.53718705475177,0,0,0,0,0,0
440,457699,167,12.307158936740242,0,0,0,0,1,0
441,457851,151,195.21858605978113,1,0,0,0,0,0
442,458056,204,16.01666275347801,0,0,0,0,1,0
443,458223,166,12.797804755564192,0,0,0,0,1,0
444,458379,155,17.388469097303545,0,0,0,0,1,0
445,458525,145,195.39140162116124,1,0,0,0,0,0
446,458681,155,154.67684699701368,1,0,0,0,0,0
447,458835,153,250.47226147939926,1,0,0,0,0,0
448,459069,233,12.360733915230043,0,0,0,0,1,0
449,459225,155,16.67777681730214,0,0,0,0,1,0
450,459484,258,-62.18121042920485,0,0,0,0,0,0
451,459636,151,199.37220477609287,1,0,0,0,0,0
452,459838,201,12.176125083950941,0,0,0,0,1,0
453,459946,107,-37.48178620774985,0,0,0,0,0,0
454,460090,143,11.57923809963905,0,0,0,0,1,0
455,460332,241,56.42999351432848,0,0,0,0,0,0
456,460491,158,13.855618690502467,0,0,0,0,1,0
457,460637,145,16.347610618646698,0,0,0,0,1,0
458,461134,496,33.40538915130904,1,0,0,0,0,0
459,461376,241,22.652851336835802,0,0,0,0,1,0
460,461570,193,13.454696904361057,0,0,0,0,1,0
461,461639,68,63.539219220191654,0,0,0,0,0,0
462,462094,454,501.7413698467049,0,0,0,0,0,0
463,462246,151,12.595504053302525,0,0,0,0,1,0
464,462399,152,187.80523604523466,0,0,0,0,0,0
465,462542,142,12.633382164462805,0,0,0,0,1,0
466,462696,153,13.220478270123927,0,0,0,0,1,0
467,462949,252,-27.329894101361077,0,0,0,0,0,0
468,463078,128,125.33281217821744,1,0,0,0,0,0
469,463226,147,11.992648268113832,0,0,0,0,1,0
470,463640,413,60.93267015891355,1,0,0,0,0,0
471,463737,96,122.2534039274375,0,0,0,0,0,0
472,463978,240,59.79181947414271,0,0,0,0,0,0
473,464661,682,-223.13492292953484,0,0,0,0,0,0
474,464764,102,149.8612723516105,0,0,0,0,0,0
475,464863,98,133.88754601312274,0,0,0,0,0,0
476,464989,125,45.70627194642651,1,0,0,0,0,0
477,465246,256,-19.912554625936806,0,0,0,0,0,0
478,465400,153,14.857392236586476,0,0,0,0,1,0
479,465644,243,296.22975733478097,0,0,0,0,0,0
480,465832,187,19.922308576121782,0,0,0,0,1,0
481,466069,236,-57.727678012572504,0,0,0,0,0,0
482,466168,98,134.37296803157253,0,0,0,0,0,0
483,466424,255,20.576426699047836,0,0,0,0,1,0
484,466579,154,164.51435779418478,0,0,0,0,0,0
485,466834,254,13.96792449504959,0,0,0,0,1,0
486,466978,143,12.616677012351653,0,0,0,0,1,0
487,467077,98,139.55567943524736,0,0,0,0,0,0
488,467251,173,12.267385355019341,0,0,0,0,1,0
489,467742,490,-221.46202832297524,0,0,0,0,0,0
490,467886,143,187.81413114725717,1,0,0,0,0,0
491,468031,144,11.60936861062563,0,0,0,0,1,0
492,468280,248,371.29393820519977,0,0,0,0,0,0
493,468701,420,152.78355085132694,1,0,0,0,0,0
494,469481,779,-312.47493040396404,0,0,0,0,0,0
495,469634,152,12.362457356884029,0,0,0,0,1,0
496,469848,213,15.933540572277623,0,0,0,0,1,0
497,469954,105,125.94009057991263,0,0,0,0,0,0
498,470226,271,-101.36737493165121,1,0,0,0,0,0
499,470365,138,143.39359965707794,0,0,0,0,0,0
500,470513,147,192.8857895782398,1,0,0,0,0,0
501,470682,168,252.37416764806812,0,0,0,0,0,0
502,470912,229,12.904653476743803,0,0,0,0,1,0
503,471065,152,16.90039743982359,0,0,0,0,1,0
504,471853,787,-67.94371634201545,0,0,0,0,0,0
505,472009,155,12.858465865027611,0,0,0,0,1,0
506,472108,98,138.60938146811296,0,0,0,0,0,0
507,472249,140,9.776434643277586,0,0,0,0,1,0
508,472396,146,155.76512645592152,0,0,0,0,0,0
509,472639,242,-18.445474053964745,1,0,0,0,0,0
510,472830,190,12.168395280251971,0,0,0,0,1,0
