episode_index,env_step,length,return,is_collision,out_of_lane,destination_reached,wrong_direction,too_slow,off_road
152,69296,1200,893.3106906715435,0,0,0,0,0,0
153,69631,334,249.77778660016008,0,0,0,0,0,0
154,69749,117,152.20683329175893,1,0,0,0,0,0
155,70121,371,942.6951283679424,0,0,0,0,0,0
156,70264,142,320.1902254104818,0,0,0,0,0,0
157,70458,193,478.2627842732456,0,0,0,0,0,0
158,70670,211,23.287100576831648,0,0,0,0,1,0
159,71043,372,934.9015647853298,0,0,0,0,0,0
160,71598,554,65.70224171392846,0,0,0,0,1,0
161,71840,241,23.72536666580391,0,0,0,0,1,0
162,72216,375,43.85786280472949,0,0,0,0,1,0
163,72348,131,286.38267990413715,0,0,0,0,0,0
164,72509,160,19.741629718099393,0,0,0,0,1,0
165,73119,609,101.04984441419862,0,0,0,0,1,0
166,73262,142,323.673494803149,0,0,0,0,0,0
167,73758,495,50.43828029649481,0,0,0,0,1,0
168,73873,114,123.7074536920216,1,0,0,0,0,0
169,74249,375,951.6546431944786,0,0,0,0,0,0
170,74609,359,45.23977700625345,0,0,0,0,1,0
171,75307,697,29.741968716383894,0,0,0,0,1,0
172,75449,141,323.50049971971225,0,0,0,0,0,0
173,75593,143,326.7418400662413,0,0,0,0,0,0
174,75786,192,474.29359265074345,0,0,0,0,0,0
175,76120,333,253.30223025190583,0,0,0,0,0,0
176,76850,729,522.7792422982798,0,0,0,0,0,0
177,77489,638,106.08483595256821,0,0,0,0,1,0
178,77690,200,27.380686043085216,0,0,0,0,1,0
179,78434,743,103.81273690601026,0,0,0,0,1,0
180,78727,292,201.55747175059977,0,0,0,0,0,0
181,79456,728,533.6219650529281,0,0,0,0,0,0
182,79585,128,282.69306054392325,0,0,0,0,0,0
183,80786,1200,160.9458849049926,0,0,0,0,0,0
184,80962,175,24.07607914842033,0,0,0,0,1,0
185,81591,628,56.35570485508114,0,0,0,0,1,0
186,82047,455,46.26598073967045,0,0,0,0,1,0
187,82781,733,499.78050352987816,0,0,0,0,0,0
188,82974,192,470.4918869528136,0,0,0,0,0,0
189,83230,255,25.756568061396592,0,0,0,0,1,0
190,83358,127,280.3280011544422,0,0,0,0,0,0
191,83871,512,343.5309280830105,0,0,0,0,0,0
192,84246,374,923.1401781306682,0,0,0,0,0,0
193,84691,444,300.0265129495424,0,0,0,0,0,0
194,85892,1200,885.9282863963708,0,0,0,0,0,0
195,86080,187,460.63500752287706,0,0,0,0,0,0
196,86527,446,303.6472123598323,0,0,0,0,0,0
197,87275,747,133.9565571659356,0,0,0,0,1,0
198,87473,197,24.33960328270917,0,0,0,0,1,0
199,87666,192,462.03430168585453,0,0,0,0,0,0
200,88816,1149,204.90257252243828,0,0,0,0,1,0
201,88919,102,198.85390120633969,0,0,0,0,0,0
202,89296,376,931.271455546599,0,0,0,0,0,0
203,89486,189,453.67758535415743,0,0,0,0,0,0
204,89670,183,66.47012309705453,0,0,0,0,0,0
205,90860,1189,201.8961228872046,0,0,0,0,1,0
206,90955,94,219.56694030192224,0,0,0,0,0,0
207,91816,860,-54.146850320388666,0,0,0,0,0,0
208,92104,287,185.9724166622456,0,0,0,0,0,0
209,92834,729,507.4301016508664,0,0,0,0,0,0
210,93174,339,245.52591763495064,0,0,0,0,0,0
211,94375,1200,889.305273851859,0,0,0,0,0,0
212,94480,104,239.10187509356027,0,0,0,0,0,0
213,94583,102,225.60863368972815,0,0,0,0,0,0
214,94687,103,228.00001277132088,0,0,0,0,0,0
215,94876,188,458.74489234504864,0,0,0,0,0,0
216,95160,283,87.89632353251014,0,0,0,0,0,0
217,96361,1200,879.7882417244448,0,0,0,0,0,0
218,96702,340,238.96636952938792,0,0,0,0,0,0
219,97903,1200,893.5895163859691,0,0,0,0,0,0
220,98642,738,490.3390399262398,0,0,0,0,0,0
221,98738,95,221.82568824843332,0,0,0,0,0,0
222,98929,190,456.3389058173282,0,0,0,0,0,0
223,99280,350,74.67489059383148,0,0,0,0,1,0
224,99440,159,19.338146085299837,0,0,0,0,1,0
225,100641,1200,252.6550383696539,0,0,0,0,0,0
226,100735,93,217.01420896584574,0,0,0,0,0,0
227,101253,517,339.6323384441266,0,0,0,0,0,0
228,101440,186,443.99095069309084,0,0,0,0,0,0
229,101568,127,277.9562799188213,0,0,0,0,0,0
230,101754,185,445.36360275053704,0,0,0,0,0,0
231,101884,129,288.92995947298346,0,0,0,0,0,0
232,103085,1200,153.395137925423,0,0,0,0,0,0
233,103187,101,235.78939834997522,0,0,0,0,0,0
234,103281,93,207.69104961279473,0,0,0,0,0,0
235,103805,523,333.89860404686596,0,0,0,0,0,0
236,104146,340,51.45316822237668,0,0,0,0,1,0
237,104336,189,457.24698458133014,0,0,0,0,0,0
238,104779,442,310.1403806952307,0,0,0,0,0,0
239,105518,738,496.11901131706406,0,0,0,0,0,0
240,105819,300,209.8562767748062,0,0,0,0,0,0
241,106262,442,308.4979326551197,0,0,0,0,0,0
242,106602,339,248.13419944140165,0,0,0,0,0,0
243,107803,1200,921.9817755848544,0,0,0,0,0,0
244,107898,94,218.82967055553547,0,0,0,0,0,0
245,108388,489,60.15726403877021,0,0,0,0,1,0
246,108898,509,326.30082167171156,0,0,0,0,0,0
247,110099,1200,262.25841255789703,0,0,0,0,0,0
248,111230,1130,229.02190177774838,0,0,0,0,1,0
249,111856,625,118.80080545230736,0,0,0,0,1,0
250,112044,187,446.31773174063835,0,0,0,0,0,0
251,112331,286,184.10083104359472,0,0,0,0,0,0
252,113033,701,455.4430400677114,1,0,0,0,0,0
253,113469,435,69.47028672010705,0,0,0,0,1,0
254,113916,446,316.36993422683787,0,0,0,0,0,0
255,114625,708,448.63624272014414,1,0,0,0,0,0
256,114722,96,224.58748710586423,0,0,0,0,0,0
257,115801,1078,227.17592000255257,0,0,0,0,1,0
258,117002,1200,180.23835953162046,0,0,0,0,0,0
259,118203,1200,225.57534365405618,0,0,0,0,0,0
260,118712,508,349.85073932573994,0,0,0,0,0,0
261,119001,288,200.9065516912282,0,0,0,0,0,0
262,119187,185,453.16160863387654,0,0,0,0,0,0
263,119646,458,61.88278046858436,0,0,0,0,1,0
264,120093,446,310.9567686098844,0,0,0,0,0,0
265,121294,1200,901.8922600059,0,0,0,0,0,0
266,121481,186,453.5774756588007,0,0,0,0,0,0
267,121990,508,342.02224147024583,0,0,0,0,0,0
268,122342,351,254.08719370192867,0,0,0,0,0,0
269,122731,388,962.2836755536522,0,0,0,0,0,0
270,122835,103,210.92475505695037,0,0,0,0,0,0
271,123774,938,196.11988487332664,0,0,0,0,1,0
272,124165,390,966.5501364152976,0,0,0,0,0,0
273,124753,587,107.7468564443595,0,0,0,0,1,0
274,125042,288,186.70426133495022,0,0,0,0,0,0
275,126243,1200,897.3632228026878,0,0,0,0,0,0
276,126618,374,942.7049724073327,0,0,0,0,0,0
277,127131,512,343.30511750095945,0,0,0,0,0,0
278,127234,102,241.84155748062224,0,0,0,0,0,0
279,128212,977,169.7477173043784,0,0,0,0,1,0
280,129413,1200,904.5392065525566,0,0,0,0,0,0
281,129917,503,107.85787692056097,0,0,0,0,1,0
282,130287,369,59.768335362253104,0,0,0,0,1,0
283,130428,140,323.33172009812483,0,0,0,0,0,0
284,130557,128,287.8502700282049,0,0,0,0,0,0
285,130950,392,72.33489678793703,0,0,0,0,1,0
286,131044,93,210.09892595214842,0,0,0,0,0,0
287,131185,140,325.4555526912591,0,0,0,0,0,0
288,132386,1200,886.7429100746755,0,0,0,0,0,0
289,132757,370,933.8685844099939,0,0,0,0,0,0
290,132946,188,454.498240201563,0,0,0,0,0,0
291,133050,103,198.68401462410534,0,0,0,0,0,0
292,133592,541,111.83275780868776,0,0,0,0,1,0
293,134793,1200,282.90878011304034,0,0,0,0,0,0
294,135899,1105,243.73975213084324,0,0,0,0,1,0
295,136084,184,302.66244621518183,1,0,0,0,0,0
296,137285,1200,884.2866571662043,0,0,0,0,0,0
297,137577,291,196.85318233240662,0,0,0,0,0,0
298,137671,93,212.35005099039978,0,0,0,0,0,0
299,137959,287,200.78800146053987,0,0,0,0,0,0
300,139160,1200,266.40440671651584,0,0,0,0,0,0
301,139503,342,235.4243589511026,0,0,0,0,0,0
302,140197,693,85.77604630413313,0,0,0,0,1,0
303,140325,127,279.5212734513433,0,0,0,0,0,0
304,140669,343,244.39703744784833,0,0,0,0,0,0
305,141366,696,451.80000534584576,1,0,0,0,0,0
306,141509,142,320.61481818992706,0,0,0,0,0,0
307,141799,289,193.07940378933245,0,0,0,0,0,0
308,141893,93,210.02116802735327,0,0,0,0,0,0
309,143049,1155,74.40468200268307,0,0,0,0,0,0
310,144250,1200,246.2674086626534,0,0,0,0,0,0
311,145220,969,-35.60682559755696,0,0,0,0,1,0
312,145665,444,315.9692075144739,0,0,0,0,0,0
313,146242,576,30.26441205033524,0,0,0,0,1,0
314,146869,626,16.47093960351907,0,0,0,0,1,0
315,147214,344,240.91685469110465,0,0,0,0,0,0
316,147586,371,931.5986386454264,0,0,0,0,0,0
317,148188,601,110.96922769086854,0,0,0,0,1,0
318,148319,130,285.56700768464816,0,0,0,0,0,0
319,149520,1200,308.9433094586017,0,0,0,0,0,0
320,150721,1200,183.6926030449003,0,0,0,0,0,0
321,151922,1200,886.2456391872272,0,0,0,0,0,0
322,152366,443,316.45429154674184,0,0,0,0,0,0
323,152739,372,936.7239933160157,0,0,0,0,0,0
324,153649,909,177.19153693315707,0,0,0,0,1,0
325,154850,1200,889.2139195599348,0,0,0,0,0,0
326,155798,947,145.6011662714328,0,0,0,0,1,0
327,156244,445,319.5123326139601,0,0,0,0,0,0
328,156616,371,931.3067289041074,0,0,0,0,0,0
329,157363,746,538.4743869382977,0,0,0,0,0,0
330,158423,1059,250.17110070780714,0,0,0,0,1,0
331,158525,101,210.07728055181747,0,0,0,0,0,0
332,158653,127,289.27401674551527,0,0,0,0,0,0
333,159789,1135,247.67034262472657,0,0,0,0,1,0
334,159893,103,237.06420263112014,0,0,0,0,0,0
335,160079,185,445.70860093364877,0,0,0,0,0,0
336,160445,365,778.3167098106662,1,0,0,0,0,0
337,160584,138,316.46849310989404,0,0,0,0,0,0
338,160685,100,238.07998691379169,0,0,0,0,0,0
339,161566,880,180.6591193375999,0,0,0,0,1,0
340,162410,843,153.727087856188,0,0,0,0,1,0
341,162549,138,310.07821837465394,0,0,0,0,0,0
342,163750,1200,296.3372117011312,0,0,0,0,0,0
343,164125,374,939.1243942347517,0,0,0,0,0,0
344,165072,946,179.24313604188904,0,0,0,0,1,0
345,165523,450,309.5920707030346,0,0,0,0,0,0
346,165898,374,942.9130955501571,0,0,0,0,0,0
347,166192,293,201.4445016256625,0,0,0,0,0,0
348,166294,101,236.93101923974996,0,0,0,0,0,0
349,166389,94,213.85974931906856,0,0,0,0,0,0
350,167124,734,535.1417332129698,0,0,0,0,0,0
351,167264,139,322.685304429739,0,0,0,0,0,0
352,167779,514,312.16879093033947,0,0,0,0,0,0
353,168074,294,200.92852083351474,0,0,0,0,0,0
354,168175,100,238.13489293277988,0,0,0,0,0,0
355,168276,100,238.80435635518927,0,0,0,0,0,0
356,169477,1200,244.68688171030496,0,0,0,0,0,0
357,170099,621,95.68574072126566,0,0,0,0,1,0
358,170199,99,226.97139607028754,0,0,0,0,0,0
359,170717,517,320.77225218041565,0,0,0,0,0,0
360,171011,293,210.17707545922264,0,0,0,0,0,0
361,172004,992,180.00163920911478,0,0,0,0,1,0
362,172547,542,112.3152206382576,0,0,0,0,1,0
363,173061,513,326.97988218442333,0,0,0,0,0,0
364,174262,1200,290.4276591705492,0,0,0,0,0,0
365,174769,506,316.9890172778593,0,0,0,0,0,0
366,174897,127,283.68358595787146,0,0,0,0,0,0
367,174997,99,221.5556465965971,0,0,0,0,0,0
368,175373,375,944.8950041009697,0,0,0,0,0,0
369,175513,139,314.8281739303749,0,0,0,0,0,0
370,175642,128,285.6278811805486,0,0,0,0,0,0
371,175744,101,212.76771114090786,0,0,0,0,0,0
372,176036,291,209.2840520661611,0,0,0,0,0,0
373,177137,1100,253.84064698445255,0,0,0,0,1,0
374,177231,93,210.6142770368973,0,0,0,0,0,0
375,178432,1200,292.88851526266194,0,0,0,0,0,0
376,178615,182,383.5361163821723,1,0,0,0,0,0
377,179738,1122,190.8197302048764,0,0,0,0,1,0
378,180472,733,535.7469819289355,0,0,0,0,0,0
379,181558,1085,191.49618494403865,0,0,0,0,1,0
380,181853,294,210.5757010705659,0,0,0,0,0,0
381,182095,241,21.094360183369503,1,0,0,0,0,0
382,183296,1200,906.8151955697639,0,0,0,0,0,0
383,184497,1200,236.0939691603606,0,0,0,0,0,0
384,185069,571,75.73389842032648,0,0,0,0,1,0
385,185209,139,314.17123269442527,0,0,0,0,0,0
386,185537,327,250.0903912395532,0,0,0,0,0,0
387,185991,453,304.83928108431434,0,0,0,0,0,0
388,187027,1035,46.34140400150429,0,0,0,0,1,0
389,188228,1200,878.8261430196006,0,0,0,0,0,0
390,188562,333,256.4083312315325,0,0,0,0,0,0
391,188743,180,389.40288764696555,1,0,0,0,0,0
392,188925,181,348.4497436205217,1,0,0,0,0,0
393,190126,1200,284.3873205591165,0,0,0,0,0,0
394,190308,181,378.4246979040998,1,0,0,0,0,0
395,191509,1200,290.6318226872664,0,0,0,0,0,0
396,191884,374,943.1348162281809,0,0,0,0,0,0
397,192335,450,307.9455702144229,0,0,0,0,0,0
398,192474,138,297.22640751101284,0,0,0,0,0,0
399,192601,126,280.3673236842605,0,0,0,0,0,0
400,192731,129,288.28287794084105,0,0,0,0,0,0
401,193472,740,540.7175726691776,0,0,0,0,0,0
402,194614,1141,211.62650317016076,0,0,0,0,1,0
403,195061,446,306.09043464901,0,0,0,0,0,0
404,196262,1200,869.3815109728298,0,0,0,0,0,0
405,196755,492,70.12486055076992,0,0,0,0,1,0
406,196894,138,285.3118800628497,0,0,0,0,0,0
407,197084,189,465.07096294725415,0,0,0,0,0,0
408,197607,522,250.20701400657603,0,0,0,0,0,0
409,198808,1200,-66.97210029014411,0,0,0,0,0,0
410,199187,378,957.3095456691576,0,0,0,0,0,0
411,199281,93,206.01786917848585,0,0,0,0,0,0
412,199470,188,460.0865840753911,0,0,0,0,0,0
413,199658,187,465.1681060019344,0,0,0,0,0,0
414,200267,608,100.22364243099344,0,0,0,0,1,0
415,200360,92,195.17385265888606,0,0,0,0,0,0
416,201544,1183,126.39868079143682,0,0,0,0,1,0
417,201989,444,293.9450547930001,0,0,0,0,0,0
418,202429,439,298.7228433205438,0,0,0,0,0,0
419,203164,734,536.311403134051,0,0,0,0,0,0
420,203460,295,209.23029394221618,0,0,0,0,0,0
421,204187,726,535.6611362387364,0,0,0,0,0,0
422,205036,848,157.47118872181255,0,0,0,0,1,0
423,206213,1176,253.01982168393005,0,0,0,0,1,0
424,207414,1200,209.11407798514847,0,0,0,0,0,0
425,208615,1200,876.7421076037026,0,0,0,0,0,0
426,209645,1029,216.59470631205915,0,0,0,0,1,0
427,210670,1024,215.28604278240311,0,0,0,0,1,0
428,211700,1029,221.8843688988437,0,0,0,0,1,0
429,212147,446,320.31736053447764,0,0,0,0,0,0
430,213348,1200,874.9344942793194,0,0,0,0,0,0
431,213992,643,136.4208300073928,0,0,0,0,1,0
432,214121,128,258.9848542373255,0,0,0,0,0,0
433,214414,292,90.33990525730319,0,0,0,0,0,0
434,214790,375,952.3221586440608,0,0,0,0,0,0
435,215168,377,964.2747501860383,0,0,0,0,0,0
436,215545,376,70.78747698386391,0,0,0,0,1,0
437,215736,190,468.1203451801984,0,0,0,0,0,0
438,216937,1200,238.31400052780901,0,0,0,0,0,0
439,217226,288,83.56021288515062,0,0,0,0,0,0
440,217558,331,252.72199901881274,0,0,0,0,0,0
441,217892,333,249.93697374345908,0,0,0,0,0,0
442,217986,93,214.32761871674577,0,0,0,0,0,0
443,218113,126,280.08168074911737,0,0,0,0,0,0
444,218516,402,76.33443907520339,0,0,0,0,1,0
445,219717,1200,317.56770559200885,0,0,0,0,0,0
446,220034,316,104.12661498485814,0,0,0,0,0,0
447,220129,94,219.3732861541191,0,0,0,0,0,0
448,220440,310,89.41770822401745,0,0,0,0,0,0
449,220771,330,255.4485955706902,0,0,0,0,0,0
450,220913,141,308.27448322639646,0,0,0,0,0,0
451,221342,428,80.23612272833806,0,0,0,0,1,0
452,221730,387,76.88808710605443,0,0,0,0,1,0
453,221824,93,216.48058502202497,0,0,0,0,0,0
454,221965,140,319.18971012685506,0,0,0,0,0,0
455,222254,288,216.40377887719796,0,0,0,0,0,0
456,222545,290,216.09309658940165,0,0,0,0,0,0
457,222811,265,40.623298769528304,0,0,0,0,1,0
458,222951,139,317.8536711352339,0,0,0,0,0,0
459,223687,735,544.3171818604258,0,0,0,0,0,0
460,223789,101,241.16874589395422,0,0,0,0,0,0
461,223981,191,472.05347504853216,0,0,0,0,0,0
462,225182,1200,314.74410017614065,0,0,0,0,0,0
463,225515,332,250.59224379560152,0,0,0,0,0,0
464,225931,415,80.24346033355758,0,0,0,0,1,0
465,226264,332,251.6299552227597,0,0,0,0,0,0
466,226405,140,317.36199730042426,0,0,0,0,0,0
467,227606,1200,318.6089068520607,0,0,0,0,0,0
468,228330,723,542.5219958896332,0,0,0,0,0,0
469,229356,1025,197.32910411812844,0,0,0,0,1,0
470,229450,93,211.34860773963214,0,0,0,0,0,0
471,229853,402,82.83364784049746,0,0,0,0,1,0
472,231054,1200,-116.51924157132149,0,0,0,0,0,0
473,231580,525,327.4061428279633,0,0,0,0,0,0
474,231912,331,43.57412158397836,0,0,0,0,1,0
475,232354,441,292.53175634339686,0,0,0,0,0,0
476,232750,395,75.07749446684254,0,0,0,0,1,0
477,233189,438,300.3503174709774,0,0,0,0,0,0
478,233691,501,82.24876743542049,0,0,0,0,1,0
479,234795,1103,234.26859782548826,0,0,0,0,1,0
480,235210,414,80.35273495719512,0,0,0,0,1,0
481,235535,324,44.53731114878827,0,0,0,0,1,0
482,235728,192,481.67567469356027,0,0,0,0,0,0
483,236929,1200,314.0997682820926,0,0,0,0,0,0
484,237305,375,955.9388781417541,0,0,0,0,0,0
485,237744,438,288.13838332701056,0,0,0,0,0,0
486,237845,100,232.29041447197022,0,0,0,0,0,0
487,238371,525,345.62266532951065,0,0,0,0,0,0
488,238662,290,218.45716970487175,0,0,0,0,0,0
489,238787,124,277.6834142283873,0,0,0,0,0,0
490,239317,529,317.3619729267392,0,0,0,0,0,0
491,239612,294,217.52893871543483,0,0,0,0,0,0
492,240576,963,173.97764946940546,0,0,0,0,1,0
493,241196,619,129.97907725298563,0,0,0,0,1,0
494,242050,853,160.80566631527682,0,0,0,0,1,0
495,243251,1200,888.6119538610296,0,0,0,0,0,0
496,244452,1200,301.0494252766011,0,0,0,0,0,0
497,245557,1104,250.11786229871302,0,0,0,0,0,0
498,245682,124,277.97865036719327,0,0,0,0,0,0
499,245807,124,280.4326299198392,0,0,0,0,0,0
500,247008,1200,210.8418566343445,0,0,0,0,0,0
501,247389,380,972.1221943591639,0,0,0,0,0,0
502,247490,100,239.12918809249095,0,0,0,0,0,0
503,247783,292,217.0944993953176,0,0,0,0,0,0
504,247921,137,319.868749553003,0,0,0,0,0,0
505,248113,191,467.35233679697654,0,0,0,0,0,0
506,249314,1200,236.53940162680527,0,0,0,0,0,0
507,249410,95,220.7990208815288,0,0,0,0,0,0
508,250579,1168,239.1522471115649,0,0,0,0,1,0
509,251355,775,166.08926534459806,0,0,0,0,1,0
510,252556,1200,888.6253146478471,0,0,0,0,0,0
511,252650,93,211.95368494672152,0,0,0,0,0,0
