task,phase,route_type,dens,method,success_rate,collision_rate,off_road_rate,out_of_lane_rate,wrong_direction_rate,too_slow_rate,time_exceeded_rate
UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,30.3 ± 0.0,7.1 ± 0.0,0.0 ± 0.0,63.7 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
